Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
Неделю назад,Новочеркасск,5,Не указано,"Маленький,тоненький но прочный",На данный момент не обнаружила,"Телефон пришел в целости и сохранности, за такую сумму скажем так, прям порадовали. Функции все выполняет, цвет насыщенный, в общем покупкой полностью довольна",0,0,Apple Future
Неделю назад,Шатурторф,5,Не указано,"Что можно сказать Айфон есть Айфон ,не работает а летает",Их не может быть,Не указано,0,0,Techno Storm
Неделю назад,Нижний Новгород,5,Не указано,Все хорошо,Нет,Не указано,0,0,AFM Center
Неделю назад,Самара,5,Не указано,Оригинал,Как у всех,Не указано,0,0,mobiko
Неделю назад,Москва,5,Не указано,Пока нормально,Нет,Как обычный айфон,0,0,ManyPhone
Неделю назад,Соболево,5,Не указано,все хорошо,Не указано,Не указано,1,0,1CLICK
Неделю назад,Челябинск,5,Не указано,"Пришел вовремя, все хорошо работает. Оригинал",Не указано,Не указано,0,0,Good Phone
Неделю назад,Краснодар,1,Не указано,Внешний вид,"Камера ужасная, сенсор иногда зависает, звук звонка пропадает.",Покупкой недовольна. На андроиде камера намного лучше.,1,0,Digital Planet
Неделю назад,Москва,5,Не указано,Все оригинально и работает,"Нет, пока что никаких","Обожаю айфоны, а тут еще и магаз кайф",0,0,MOBILE-ROOMS
Неделю назад,Рязань,5,Не указано,"Всё хорошо, телефон пришёл раньше срока",Не обнаружено,Не указано,0,2,emobile66
Неделю назад,Москва,5,Не указано,Не указано,Не указано,Все понравилось,0,0,From-Amazon
Неделю назад,Липецк,5,Не указано,Не указано,Нет,Пришел в идеальном состоянии,0,1,MyPhones
Неделю назад,Подольск,5,Не указано,Нормальный новый телефон из Индии.,Нет,Не указано,0,1,ManyPhone
Неделю назад,Сысерть,4,Не указано,"оригинал, работает исправно",за стоимость больше 60к товар пришел в пупырке и в коробке для доставке (то есть без коробки из под телефона),"все работает, без лагов",0,1,Techno Shop 66
Неделю назад,Анапа,5,Не указано,Шикарный,Нет,Не указано,0,1,Geek Planet
Неделю назад,Березники,5,Не указано,"Очень хороший,быстрый,качественный смартфон.",Недостатков нет,Пришел хорошо упакованный.Товар оригинальный.,0,1,Галерея Apple
Неделю назад,Брянск,5,Не указано,"Размер, цвет, функции, аккумулятор, абсолютно все.",Для меня недостатков нет.,"Телефон абсолютно новый, неактивированный, запечатанный. Сам телефон после 7-ки просто бомба! Камера отличная, только проблема с фокусом при при фотографировании вблизи (я мастер маникюра, для меня это важно), но все решается макро-линзой. В телефоне 1 физическая симка и е-сим. Все подключила, работает отлично.
Что касается доставки - шел около недели, пришел на день раньше, обожаю Яндекс за это. Продавец упаковал телефон таааак, что я устала распаковывать и до последнего боялась, что окажется кирпич. 😃. Даже коробка не помялась при транспортировке. И в подарок продавец положил силиконовый чехол, огромное за это спасибо! Так что, если что, имейте это в виду и не покупаете заранее, как я.))
В общем, огромное спасибо и продавцу, и Яндексу, и моему мужу за мой замечательный новый телефон!",0,0,Точка Сеть магазинов
Неделю назад,Ростов-на-Дону,5,Не указано,цена отличная,нет пока,"все отлично, телефон новый, официальный",0,1,iBox.Store
Неделю назад,Орёл,5,Не указано,Не указано,Не указано,Все отлично,0,1,AppleSurf
Неделю назад,Сызрань,5,Не указано,Айфон сам по себе одно большое достоинство😏,Не указано,Не указано,0,1,AM-TEX
Неделю назад,Вольск,5,Не указано,Не указано,нет,"отличные снимки, удобные программы, год в использовании, летает",0,0,Неизвестно
Неделю назад,Тобольск,5,Не указано,Работает.,пока не выявили.,Не указано,0,1,Prosto-Technika
Неделю назад,Москва,5,Не указано,Everything is okay but when you are using a lot you need to buy a power bank.,Nothing,Recommend for the light users !,0,0,Straight from Dubai
Неделю назад,Люберцы,5,Не указано,Хороший,Не указано,Не указано,0,3,Доктор Техно
2 недели назад,Санкт-Петербург,5,Не указано,"Пришел в целой коробке, с пломбами, комплектация полная",Пока не выявила,Пользуюсь несколько дней. На данный момент все хорошо,0,0,Prosto-Technika
2 недели назад,Воронеж,5,Не указано,По моим проверкам телефон оригинал,Мятая коробка и непонятные мне наклейки,Хотелось бы возможность связываться с продавцом для личных вопросов,0,1,БОЛТУН
Неделю назад,Казань,5,Не указано,Новый оригинал для Индии,не заметил,Не указано,0,0,ID Store
Неделю назад,Уфа,5,несколько месяцев,Не указано,Не указано,Отлично все,0,1,ge store
2 недели назад,Кирово-Чепецк,5,Не указано,Не указано,Не указано,"Всё прекрасно,дочка восторге,всем советую 👍 спасибо",0,1,iSales
2 недели назад,Голицыно,5,Не указано,телефон хороший всё соответствует описанию,незамичали,Не указано,0,1,You:store
2 недели назад,Котельники,5,Не указано,"Быстрая доставка,хороший товар.Рекомендую к покупке продавца",Нет,Не указано,0,1,Apple Gallery
2 недели назад,Уфа,5,Не указано,Идеальный товар,Нет,Не указано,0,0,CHERNOVV STORE
2 недели назад,Балашиха,5,Не указано,Работает отлично,Не указано,"Пришел как было заявлено, нареканий нет",0,0,NeoRim
2 недели назад,Виноградово,5,Не указано,"всё отлично,телефон пушка бомба 🥰👍",Не указано,Не указано,0,1,Дисконтика
2 недели назад,Екатеринбург,5,Не указано,"Все работает, стильные.",Цена дорогая и модель что и 13,Цена должна быть на ровне 13.,0,0,LeaderStore
2 недели назад,Москва,5,Не указано,"качество камеры шикарное, шустрый, красивый и очень приятный телефон","нет некоторых приложений в апп сторе, но это не страшно","очень впечатлена после андроида, по началу было непривычно, но спустя пару дней адаптировалась и теперь стала самой счастливой обладательницей айфона. С удовольствием приобретайте, вы не пожалеете ;)",2,0,reMarket RnD
2 недели назад,Лосино-Петровский,5,Не указано,"Оригинал, все отлично",Не указано,Не указано,0,1,1Store.
2 недели назад,Санкт-Петербург,5,Не указано,"Телефон пришел очень быстро. Проверила, айфон оригинальный.",Не указано,Не указано,0,1,Techno Storm
2 недели назад,Москва,5,Не указано,"Цена, внешний вид, качество",Спустя пол года так и не обнаружила),Не указано,0,1,ASTEROID T
2 недели назад,Малиновка,5,Не указано,Пришло во время,Нет,Продавец не подвел товар соответствует описанию,0,0,ID Store
2 недели назад,Екатеринбург,5,Не указано,Не указано,Не указано,отлично,0,0,5G Store
2 недели назад,Сочи,5,Не указано,"Цена, в магазине и близко нет таких цен.","Пока не выявил, позже может дополню отзыв.","Телефон пришел вовремя, упакован нормально, проверил номера, бьется как оригинал(для Индии). Посмотрим, как будет в использовании.",0,1,Prosto-Technika
2 недели назад,Самара,5,Не указано,Оригинал.,Не нашёл,Не указано,0,1,ManyPhone
2 недели назад,Посёлок Мебельной фабрики,5,Не указано,Не указано,Не указано,"Серийный номер на сайте Эппл проверила, все сходится. Гарантия идет год. Все отлично работает. Очень боялась, что реплику продадут или придет брак. Но все супер. Очень довольна.",0,1,Prosto-Technika
2 недели назад,Нижний Тагил,3,Не указано,"Телефон рабочий, целый, аккум 100%","Пришёл не тот цвет, что меня очень расстроило, так как чёрный был дешевле голубого(который я и заказывала). Отказываться не стала, слишком долго ждать снова.",Не указано,0,1,Apple Future
2 недели назад,Москва,5,Не указано,"Корпус из стекла и метала;
Идеальное приложение заметки и браузер Safari;
Падал несколько раз с высоты до метра на твердые поверхности - и ничего;
Приложение Команды предоставляет широкие возможности для автоматизации;
Заряда аккумулятора хватает на день активного использования;","Случалось, что на входящий звонок невозможно ответить, экран не реагировал ни на что (давно не было, возможно уже исправили);",Инструмент хороший и надежный. При осознанном использовании может быть крайне полезен в быту.,1,0,S.Store
2 недели назад,Санкт-Петербург,5,Не указано,отлично,Не указано,Не указано,0,1,Prosto-Technika
2 недели назад,Балашиха,5,Не указано,Нет слов,Нет,"Пришел новый , настроил , все четко",0,1,RINGтон
2 недели назад,Липецк,5,Не указано,Без подводных камней,Нет,Не указано,0,0,SmartPrice
2 недели назад,Старая Купавна,5,Не указано,"Камера, производительность, оригинальность",Не указано,Не указано,0,1,You:store
2 недели назад,Уфа,5,Не указано,"Отличный смартфон
Камера огонь
Видео получаются очень крутые","Нет таких, все отлично","Хороший магазин, привезли спустя 3 часа, оригинальный телефон. Был с пломбами",0,1,ge store
2 недели назад,Санкт-Петербург,5,Не указано,"Оригинал, не активирован, упакован хорошо.",Не замечено,"В использовании несколько дней, пока всё хорошо. Товар оригинальный и на гарантии",0,1,WISHMASTER
2 недели назад,Москва,5,Не указано,"Оригинал, всё отлично работает",Не указано,"Отличный Айфон, оригинальный. Емкость аккумулятора 100%, коробка запечатана. Сначала сомневалась, потому что цена ниже, чем везде. Но все отлично:)",10,13,MOBILE-ROOMS
2 недели назад,Челябинск,5,Не указано,Отличный телефон! Доставка во время.,Недостатков нет!,Не указано,0,1,AppleSurf
2 недели назад,Москва,5,Не указано,оригинал,нет,все отлично,0,1,ManyPhone
2 недели назад,Челябинск,5,Не указано,М-да разница с андройдом есть),Цена конечно минус 100000₽ и норм,Не указано,0,1,ElectroHome
2 недели назад,Екатеринбург,5,Не указано,Не указано,Не нашел,"Не умею писать комменты
Все устроило,товар индийский,упакован хорошо",0,1,iBox.Store
2 недели назад,Тольятти,5,Не указано,Все отлично. Товар оригинальный. Не активированный,"Упаковка никакая. Продавец положил коробку в пупырку и курьерский пакет. Ну надо было хотя бы в коробку ,а не пакет. Все таки не три копейки в доставке.",Не указано,0,0,AppleSurf
2 недели назад,Казань,5,Не указано,"то, что было надо",Не указано,Не указано,0,1,RUBIN-OPT
2 недели назад,Ковров,5,Не указано,"Шустрый, Прост в настройке для работы основных функций телефона, Игры просто летают. Оригинал, посмотрели по серийному номеру на активацию ранее, меня это порадовало что он прям новый, самый новый не активированный.","По поводу игр - он слишком мощный из-за чего корпус греется, мне немного страшно что он так нагревается.","Свои основные функции и игровые тоже он выполняет идеально. Если вам нужен смартфон на каждый день, чтобы он выполнял свои функции идеально - берите, а если вам нужен только для того чтобы в игры сыграть - лучше берите андроид смартфон заточенные на это, так как на айфоне вы ресурс батареи сожгите очень быстро, а замена батареи в нынешней ситуации в мире будет сильно бить по карману, также приготовитесь к трудности установки многих нужных для вас приложений (из-за санкций СберБанк, ВТБ и Тинькоффа отсутствует)",0,0,Prosto-Technika
2 недели назад,Москва,5,Не указано,"Оригинальный телефон ,цена очень порадовала )) пользуюсь месяц работает идеально, гарантия год ,по всем проверкам прошел",Нет адаптера в комплекте ((,Не указано,0,0,Apple Mall
2 недели назад,Санкт-Петербург,1,Не указано,Не указано,Не указано,"Пыль под камерой. Динамик сдвинут.
Пользоваться не возможно.
Вернул обратно.",0,1,White Store
2 недели назад,Нижний Новгород,5,Не указано,Новый,Не выявлено,"Телефон для Индии, все работает",0,1,You:store
2 недели назад,Екатеринбург,5,Не указано,Не указано,Не нашел,"Не умею писать комменты
Все устроило,товар индийский,упакован хорошо",0,1,iBox.Store
2 недели назад,Щёлково,5,Не указано,"Все в порядке, оригинальный, не активированный",Не указано,Не указано,0,0,S.Store
2 недели назад,Зарайск,5,Не указано,цена качество,нет чехол бы в подарок было бы супер,продавец спасибо за товар,0,0,GSM Butik
2 недели назад,Междуреченск,5,Не указано,"Отличный телефон, все работает, пришел во время в целости и сохранности.",Не указано,Не указано,0,0,Gadget Store 123
2 недели назад,Янино-1,1,Не указано,нет,"после месяца использования айфон стал отключатся сам и виснуть, так же появились черные пятна на камере , продали заведомо сломанный наверно после ремонта телефон .",нет,0,0,Apple Future
2 недели назад,Янино-1,1,Не указано,нет,"после месяца использования айфон стал отключатся сам и виснуть, так же появились черные пятна на камере , продали заведомо сломанный наверно после ремонта телефон .",нет,0,0,Apple Future
2 недели назад,Сочи,5,Не указано,хороший аппарат,нет пока,Не указано,0,0,Sky Tech
2 недели назад,Щёлково,5,Не указано,"Все в порядке, оригинальный, не активированный",Не указано,Не указано,0,0,S.Store
2 недели назад,Краснодар,5,Не указано,"Все пришло в срок,аккуратно упаковано",Нет,Не указано,0,0,BIONIQO
2 недели назад,Шушары,5,Не указано,все отлично устраивает,Не указано,доставка быстро всё отлично,0,0,Good Phone
2 недели назад,Долгопрудный,5,Не указано,"Все отлично работает, оригинал",Пока не обнаружила,Не указано,0,0,You:store
2 недели назад,Санкт-Петербург,5,Не указано,"Отличный , оригинал",Их нету,Не указано,0,0,TECHNOTON
2 недели назад,Раменское,5,Не указано,жена довольна,Не указано,Не указано,0,0,ProGSM
2 недели назад,Воронеж,1,Не указано,Паленый,Не оригинальный телефон,"После месяца использования телефон ужасно лагает, камера постоянно в расфокусе , батарею не держит",0,0,Яблочный Гусь
2 недели назад,Красноармейск,5,Не указано,"Оригинал, сборка Индия, не восстановленный! Отличная камера, хорошее качество звука! Все работает отлично!","Недостатков нет!
Доставка неделя.",Рекомендую к покупке! Хорошо упакован! Коробка не мятая.,1,0,emobile66
2 недели назад,Люберцы,5,Не указано,"Всё отлично, оригинал",Не указано,Не указано,0,0,Prosto-Technika
2 недели назад,Клин,5,Не указано,Не указано,Не указано,"Коробка на пломбах , батарея 100%, все отлично",1,1,White Store
2 недели назад,Москва,5,Не указано,Это айфон этим все сказано,Их просто нет,Очень хороший телефон я довольна 😊,1,1,emobile66
2 недели назад,Химки,5,Не указано,Хороший телефон,Нет,"За свою стоимость, просто супер 🙂",0,2,ManyPhone
2 недели назад,Подольск,5,Не указано,Apple и этим всё сказано!,Нет,"Доставка довольно быстрая. Телефон пришел хорошо упакованный. Покупала в подарок мужу, ещё не распечатывала. Производство Индия.",0,0,iSales
2 недели назад,Химки,5,Не указано,Не указано,Не указано,работает,0,0,iSpot
2 недели назад,Первомайский,5,Не указано,шикарен.слов нет. новый,нету и быть не может,упакован отлично. продавец молодец,0,0,You:store
2 недели назад,Санкт-Петербург,5,Не указано,Айфон на то он и айфон. О нем думать не нужно его брать нужно и пользоваться.,Нет,"В использовании 4 месяца, нареканий нет. Работает исправно, батарейку держит, фото это отдельный текст.",0,0,ProGSM
2 недели назад,Москва,5,Не указано,"Супер, все летает… Доставили за час","Нет, всё отлично..",Спасибо большое за товар,0,0,ТехноПространство
2 недели назад,Ивантеевка,5,Не указано,Хороший телефон,Пока необнаружил,Советую,0,0,RINGтон
2 недели назад,Стройкерамика,5,Не указано,iPhone 14,Нет,Не указано,0,0,СкринШот
2 недели назад,Ивантеевка,5,Не указано,Хороший телефон,Пока необнаружил,Советую,0,0,RINGтон
2 недели назад,Шолохово,5,Не указано,"Оригинал. Все запечатано, стоит пломба на коробке",Не указано,Не указано,2,1,ManyPhone
2 недели назад,Санкт-Петербург,5,Не указано,Оригинал,Нет!!,Не указано,0,0,Prosto-Technika
2 недели назад,Мисайлово,3,Не указано,"Красивый, много полезных функций","Комплектация (нужно покупать оригинальную зарядку отдельно), слишком выпирающая камера (можно повредить, если не использовать чехол (обязателен для покупки);
Не соответствует описанию.
Продавец отправил телефон без eSIM, получил с двумя физическими сим картами.
Реакция на это просто убила: «Ну… блин наверно напутали что-то, посмотрите на лотке же есть 2 разъема под сим карты…»
Конечно есть! Но нужен был eSIM!","Оригинальный, всё русифицировано, есть ограниченная гарантия, советую к покупке! В работе продавца разочарован. Невнимательный.",1,0,emobile66
2 недели назад,Москва,5,Не указано,"Новый смартфон, пришел хорошо упакованным и не вскрытым",Не указано,"Нормальный продавец, можно брать",0,0,Tech_Story
2 недели назад,Москва,5,Не указано,"телефон хорошо запакован, пришел целый без царапин, хорошо держит батарею, вообщем телефон 🔥",Не указано,Не указано,0,0,Неизвестно
2 недели назад,Москва,5,Не указано,Отличный айфон,Нет,"Успел купить по распродаже, все супер",0,2,Digital Planet
2 недели назад,Зеленоград,5,Не указано,Все четко добавить нечего 💪😉,Не указано,Не указано,0,0,ManyPhone
2 недели назад,Нижнекамск,5,Не указано,Система iOS дает о себе знать. Сплошные фишки и скорость работы то за что я решил его взять,Пока не нашел,Не указано,0,0,You:store
2 недели назад,Усть-Лабинск,4,Не указано,"шустрый яркий, камера",понты дороже денег),Не указано,0,0,alltrademix
2 недели назад,Тимашевск,5,Не указано,Не указано,Измените описание .,"Телефон оригинал , но не ростест как было написано . А так все в порядке , все пломбы на месте, не восстановленный .",0,0,emobile66
2 недели назад,Шеметово,5,Не указано,Не указано,Не указано,Телефон хороший спасибо большое 😊,0,0,S.Store
2 недели назад,Нижний Тагил,5,Не указано,"телефон в целом очень хороший,сын себе покупал быстро все настроил",все хорошо .нету,спасибо ..советую телефон хорошего качества,0,0,ID Store
2 недели назад,Кстово,5,Не указано,"Оригинал , пользуюсь 2 месяца",Не указано,Не указано,0,0,1gadget
2 недели назад,Москва,5,Не указано,"Новый,запечатанный,отличная цена!",Их нет и не может быть!,Рекомендую данный магазин!,0,0,Apple Future
2 недели назад,Тольятти,5,Не указано,"Оригинал, пришёл не активированный, новый айфон
Цена хорошая","Их нету, все на высшем уровене","Боялся придёт восстановленный или не оригинал, все отлично, спасибо",0,0,AiStore
2 недели назад,Владимир,5,Не указано,"Обожаю технику эпл. Поменяла свой стареньких айфон, на новый😋","Недостатков нет, только одни достоинства","Оригинал)
Приобрела по прекрасной цене, еще и промокод применила☺️",0,0,LeaderStore
2 недели назад,Волжский,5,Не указано,"Полно, довольна покупкой!","Мне показался один недостаток, при плотном использовании телефона, быстро садиться зарядка, а так все отлично.",Не указано,0,0,S.Store
2 недели назад,Москва,5,Не указано,Пришёл быстро,Нет,Не указано,1,1,Digital Planet
2 недели назад,Тольятти,5,Не указано,"Оригинал, пришёл не активированный, новый айфон
Цена хорошая","Их нету, все на высшем уровене","Боялся придёт восстановленный или не оригинал, все отлично, спасибо",0,0,AiStore
2 недели назад,Москва,5,Не указано,Пришёл быстро,Нет,Не указано,1,1,Digital Planet
2 недели назад,Уфа,5,Не указано,Все шикарно,Их просто нет,"Полностью оригинал! Советую, продавец красавчик 👍 спасибо большое за идиальнось. Есть небольшой минус есть потертость коробки. А так все шикарно",0,0,Tech-studio
2 недели назад,Новосибирск,4,Не указано,"Все норм, оригинал, доставка в срок, продавец отличный!","Вместо dual nano sim, приехал nano sim +Esim, что доставило лично мне много сложностей","Не разделяю восторга от айфона
, очень много в нем тупости, простые вещи замудреные какие-то, режим модема включается через какие-то дебри🤦‍♀️ к блютузу не подключить другие устройства, комп тоже, наушники, адаптер, аналоги не принимает, почти как Мерседес, отличный авто, красивый, комфортный, но ездить на нем невозможно🤦‍♀️🤣то. Долго его хотела по причине достойной камеры, в итоге разочарование. Да, снимает четко, но не идеально, при не очень хорошем освещении четкости ноль, как и в любой камере. Селфи снимает просто безобразно, никакие настройки не помогают, если включаешь режим портрет, то все цвета искажает(например, у меня голубые глаза и волосы холодный блонд, на фото глаза бледно-зеленые, а волосы желтые😩, как исправить цветопередачу, я не понимаю! Если снимать в режиме «фото», то там вообще кошмар, каждую морщинку, каждую пору, покраснение, все выделяет эта камера и снимок получается просто жуть, у меня даже кот некрасивый на этих фото , как мне сказал один человек, ну ты фотай в обычном режиме, а потом в редакторе все исправишь, т.е. фотошоп. Ну я думаю, мне что заняться нечем больше, чтобы каждое фото редактировать , это бред какой-то🤦‍♀️одно разочарование, а не телефон. Слишком много понтов, слишком распиаренный бренд. Есть интересные нужны фишки, но из-за них точно не стала покупать телефон этот. на айфон, переход был очень сложный, занял аж несколько дней, перенеслось частично (в ватс апе, и в контактах криво), плюс этот бред с установкой Сбера и Тинькофф пришлось ехать в банк🤦‍♀️. Вернулась в каменный век🤣Все бесит в нем, тупая клавиатура, многие символы отсутствуют, тупой калькулятор даже, будильник🤦‍♀️
очень много моментов, которые не нравятся. У меня вопрос к пользователям андроидов, какими вы пользовались телефонами, что вы были в восторге от айфона, у меня был достойный Самсунг, он гораздо интереснее во всех смыслах, пришлось его сменить из-за устаревших функций, в нем все летало. Была бы возможность, я бы лучше купила",0,0,Digital Planet
2 недели назад,Астрахань,5,Не указано,Упаковка на 5+,идёт долго,"аккуратно упакован, товар в идеале",0,0,S.Store
2 недели назад,Самара,1,Не указано,Нет блока зарядки и наушников,Разочаровал,"К сожалению, цена комплекта без зарядного устройства равна -50% бренд не оправдано ожидания. Очень печально что выполнен из дешевого пластика, вообще конечно жаль что компания скатилась до такого уровня",0,0,You:store
2 недели назад,Парголово,5,Не указано,"Оригинал, все функции работают отлично","Отсутствуют, все шикарно",Не указано,0,0,608:Store
2 недели назад,Серпухов,5,Не указано,"iPhone red , что может быть лучше",нету не каких недостатков,ожидания оправдались,1,0,emobile66
2 недели назад,Нижний Тагил,5,Не указано,супер телефон,нет,Не указано,0,0,Prosto-Technika
2 недели назад,Екатеринбург,5,Не указано,Все летает,Не указано,Не указано,0,0,Неизвестно
2 недели назад,Санкт-Петербург,5,Не указано,Яблочный,Не указано,Не указано,0,0,iGarden
2 недели назад,Краснодар,5,Не указано,Очень его ждала,Нет,"Обожаю айфоны, жаль прошлый телефон украли (((",0,0,101Store
2 недели назад,Москва,5,Не указано,"Телефон оригинал, все номера проверил все сошлось. Не восстановленный. Не БУ",Нет,"Рекомендую
Продавца",0,0,ID Store
2 недели назад,Екатеринбург,5,Не указано,"отличный телефон, качественный","их просто нет, все отлично","Телефон красивый, шустрый, передача цветов на высоте, жена нарадоваться не может)",0,0,Prosto-Technika
2 недели назад,Санкт-Петербург,5,Не указано,"Номер бьется, все отлично! От телефона в восторге, цена вкусная, оригинал",Нет,Большое спасибо,0,0,boutique d'electronique
2 недели назад,Красногорск,5,Не указано,"Привезли быстро, все пломбы на месте. Пробила через оф сайт, оригинал",Не указано,Не указано,0,0,ID Store
2 недели назад,Джубга,5,Не указано,Оригинальный,Нет,Ребенку очень понравилось спасибо большое,0,0,iSpot
2 недели назад,Белая Калитва,5,Не указано,"отличный телефон, прекрасная камера","пока не выявил, пользуюсь впервые, настраиваю","1. Упакован в коробку.
2. Очень хорошо запечатан, опломбирован.
3. Не активированный, активировал я сам
4. Оригинальный телефон, есть гарантия на 1 год. Версия для Индии.
5. Рекомендую продавца, поставил бы 10 из 5)",0,0,S.Store
2 недели назад,Москва,5,Не указано,Хороший телефон. Работает отлично,Не указано,Не указано,0,0,MOBILE-ROOMS
2 недели назад,Санкт-Петербург,5,Не указано,шустрый процессор. качество видео,Не указано,Не указано,0,0,Tech_Story
2 недели назад,Москва,5,Не указано,Оригинал,Их нет,"Все ок, советую",1,0,1CLICK
2 недели назад,Нижний Новгород,5,Не указано,"Это айфон, конечно же он крутой, больше тут не о чем говорить",Зарядка под тип С и без вилки,"Отличный телефон по отличной цене,",0,0,Prosto-Technika
2 недели назад,Санкт-Петербург,5,Не указано,"всё ок телефон оригинал, коробка пришла с пломбами и хорошо упакована. мои рекомендации.",Не указано,"хороший магазин, никаких нареканий по качеству, заказал через Яндекс маркет.",0,1,iSpot
2 недели назад,Краснознаменск,5,Не указано,Не указано,Не указано,Классный цвет! Мне очень понравился! Советую… спасибо продавьцу,0,0,1Store.
2 недели назад,Мурино,5,Не указано,Не указано,Не указано,"вообще не пожалела, что заказала тут телефон
пришел новый айфон 14, коробка не вскрыта, телефон не активированный, пробивается серийный номер. вообщем я очень довольна такой покупкой",0,0,World Fashion
3 недели назад,Москва,5,Не указано,Все работает. Оригинал👍,Нету,Не указано,0,0,From-Amazon
2 недели назад,Ярославль,5,Не указано,Отличный телефон,Не обнаружил,Оригинал пришел быстро все устраивает,0,0,ID Store
2 недели назад,Москва,5,Не указано,"Работает, звонит, смс отправляет, видео загружает","Купил жене, а не себе",Все нормально. Жена довольна. И я спокойно пью пиво и смотрю футбол пока она листает соцсети,1,0,СкринШот
2 недели назад,Самара,5,Не указано,"Все отлично работает, муж доволен и счастлив. Не нарадуется. Цена была шикарная. По сравнению с магазинами. Рекомендую обязательно приобрести.",Не нашла. Упаковка в идеальном состоянии. Доставка быстрее чем обещали.,Не указано,2,2,Digital Planet
3 недели назад,Павловский Посад,5,Не указано,Да обычный айфон работает ок,Нету,Все ок доставили быстро,0,0,Techno Bay
3 недели назад,Тюмень,5,Не указано,Ну яблоко есть яблоко.,Не обнаружили.,"Все хорошо, и продавец не подвел и товар надлежащего качеств.",0,0,Prosto-Technika
3 недели назад,Москва,5,Не указано,"Отличное устройство, топ за свои деньги",Коробочка чуток помятая,"Покупал в подарок, приехал по клику за 2 дня. Сервис — огонь🔥",0,0,Alians-RD
3 недели назад,Санкт-Петербург,5,Не указано,Отличный телефон,Не указано,Не указано,0,0,608:Store
3 недели назад,Екатеринбург,5,Не указано,"Отличны, всё круто, я доволен","Нет, у эпл не может быть недостатков",Всё как всегда на высоком уровне👍👍👍,0,0,СП-Компьютер
3 недели назад,Казань,4,Не указано,"Оригинал, по крайней мере серийный номер не зарегистрирован.",При первом запуске и подготовке телефон завис на минуту и нагрелся.,"Пока что доволен, надеюсь в будущем всё будет работать так же прекрасно.",0,0,Prosto-Technika
3 недели назад,Таганрог,5,Не указано,оригинал,пока нет,Не указано,0,0,emobile66
3 недели назад,Санкт-Петербург,5,Не указано,Безумная рада в руках держать айфон. Восторг 10/10,Не указано,"Думала, что привезут б/у ,так как получилось приобрести по скидке, но нет, все пришло новенькое . Спасибо",0,0,You:store
3 недели назад,Москва,1,Не указано,Не указано,Не указано,"хотел скачивать сторонние приложения, а у меня ничего не работает, мяу, как вообще тут можно этим пользоваться, не знаю, планирую продать и купить ксяоми",0,0,ДжастокРу
3 недели назад,Королёв,5,Не указано,"Оригинальный, пломбы в порядке, пробила серийный номер на сайте Apple и все окей. Купила с большой скидкой (8т.р.). Яндекс маркет и магазин продавца дает возможность оплачивать долями от 6 месяцев. Отличная возможность",Нет никаких,Поначалу было тревожно - первая моя покупка телефона на Яндекс Маркете с неизвестного магазина.,0,0,AM-TEX
